84,11,36,8,4,66,7,43,1,5,316.00,4636.00,63.20,26802.00
85,35,21,5,1,122,1,18,3,2,585.00,33053.00,292.50,44246.00
86,35,14,18,4,185,13,39,3,2,660.00,51426.00,330.00,84650.00
87,16,39,14,4,71,12,43,0,1,340.00,2859.00,340.00,51790.00
88,13,33,4,3,121,11,20,4,1,86.00,4719.00,86.00,89642.00
89,7,13,8,2,65,35,62,3,1,468.00,2174.00,468.00,16997.00
90,34,53,4,3,117,24,36,0,1,561.00,4673.00,561.00,53219.00
91,31,48,8,4,98,5,32,0,7,139.00,7803.00,19.85,84417.00
92,16,53,15,2,71,20,92,0,5,340.00,5623.00,68.00,11612.00
93,35,17,4,2,106,12,76,0,1,165.00,4228.00,165.00,77853.00
94,19,56,5,3,114,13,57,0,2,547.00,40688.00,273.50,37455.00
95,16,38,8,4,66,4,30,0,5,420.00,4877.00,84.00,.00
96,11,46,15,4,66,19,26,0,2,297.00,7992.00,148.50,35434.00
97,1,56,8,4,108,18,38,0,2,566.00,12887.00,283.00,48767.00
98,25,46,14,3,72,31,99,0,1,345.00,2593.00,345.00,.00
99,16,47,2,3,116,25,88,1,2,663.00,36946.00,331.50,75425.00
100,4,2,9,1,68,18,86,1,1,391.00,2689.00,391.00,26554.00
101,1,42,6,1,95,19,48,0,2,456.00,17651.00,228.00,22510.00
102,16,48,4,1,103,6,20,0,1,674.00,3933.00,674.00,25927.00
103,1,35,15,2,86,1,27,2,9,221.00,6756.00,24.55,33288.00
104,16,43,15,1,72,12,46,0,1,345.00,2829.00,345.00,25860.00
105,18,58,14,3,66,6,71,2,1,433.00,2396.00,433.00,.00
106,32,54,8,2,99,2,30,0,2,204.00,14260.00,102.00,.00
107,16,57,15,1,84,3,37,3,8,98.00,6514.00,12.25,77135.00
108,19,44,14,2,93,24,27,0,8,565.00,7349.00,70.62,27072.00
109,16,45,18,4,283,16,43,0,1,1358.00,11009.00,1358.00,51643.00
110,13,21,8,2,85,6,75,0,2,408.00,10130.00,204.00,59232.00
111,13,45,15,4,64,35,59,0,1,286.00,2272.00,286.00,.00
112,35,59,15,2,83,17,28,0,4,597.00,5801.00,149.25,.00
113,35,20,12,4,110,13,3,0,1,792.00,3853.00,792.00,.00
114,17,21,7,3,242,5,50,0,2,1350.00,36293.00,675.00,18047.00
115,29,28,12,3,138,28,40,0,1,691.00,5535.00,691.00,84863.00
116,34,53,15,2,71,29,62,0,8,99.00,5601.00,12.37,42360.00
117,1,10,14,4,62,30,77,0,1,67.00,2491.00,67.00,36631.00
118,34,6,13,3,195,6,47,0,2,1404.00,29049.00,702.00,21070.00
119,26,25,2,4,110,16,17,0,5,686.00,8207.00,137.20,.00
120,29,53,15,3,84,34,2,0,2,71.00,10171.00,35.50,74243.00
121,16,34,15,1,97,27,59,0,1,451.00,3911.00,451.00,30821.00
122,11,16,16,3,94,14,38,1,1,19.00,3746.00,19.00,41479.00
123,16,36,17,2,183,7,37,0,1,2069.00,7373.00,2069.00,44938.00
124,19,10,15,4,104,10,45,0,6,203.00,8310.00,33.83,67541.00
125,35,28,15,2,73,12,18,0,2,350.00,8730.00,175.00,43259.00
126,15,26,4,4,102,28,11,0,1,660.00,3567.00,660.00,.00
127,11,13,15,2,108,7,57,0,1,777.00,3810.00,777.00,.00
128,35,40,15,4,91,3,94,0,5,655.00,6679.00,131.00,.00
129,1,18,15,4,73,17,69,1,1,59.00,2903.00,59.00,67763.00
130,16,20,15,3,90,31,30,0,3,462.00,7218.00,154.00,45356.00
131,16,24,15,4,72,7,92,0,1,309.00,2913.00,309.00,89672.00
132,17,56,12,4,101,1,83,4,1,960.00,3123.00,960.00,.00
133,7,15,15,4,67,16,85,0,1,11.00,2707.00,11.00,51455.00
134,31,2,8,3,66,24,66,0,5,393.00,5225.00,78.60,57733.00
135,31,14,18,1,185,29,26,0,3,888.00,14131.00,296.00,28327.00
136,11,10,4,4,112,13,33,0,1,1082.00,3709.00,1082.00,.00
137,15,53,8,2,87,19,44,3,6,71.00,6680.00,11.83,24432.00
138,1,57,14,2,64,17,88,0,3,132.00,4997.00,44.00,54827.00
139,11,15,2,2,119,26,26,4,1,571.00,4477.00,571.00,41402.00
140,9,13,6,4,74,21,23,0,3,355.00,5821.00,118.33,60087.00
141,1,35,6,2,76,6,70,1,2,507.00,15000.00,253.50,62473.00
142,7,4,8,2,61,20,49,0,1,292.00,2279.00,292.00,23253.00
143,11,33,15,1,61,27,32,5,1,238.00,2287.00,238.00,69024.00
144,14,20,8,2,65,17,99,0,4,455.00,5049.00,113.75,10180.00
145,2,36,8,4,66,7,43,1,5,316.00,4636.00,63.20,26802.00
146,30,56,15,4,96,25,17,0,2,340.00,11599.00,170.00,67616.00
147,34,57,15,2,65,11,96,0,5,40.00,5157.00,8.00,93303.00
148,36,48,2,2,192,13,37,0,2,1336.00,22986.00,668.00,84831.00
149,1,49,4,3,117,5,86,1,6,101.00,9061.00,16.83,42743.00
150,16,58,15,4,70,19,66,1,2,504.00,6933.00,252.00,.00
151,1,56,15,2,81,18,2,2,1,441.00,3124.00,441.00,81285.00
152,16,43,15,2,92,10,70,2,2,408.00,22056.00,204.00,66851.00
153,35,29,16,4,80,6,28,0,2,81.00,8858.00,40.50,.00
154,17,52,8,4,76,8,77,0,2,364.00,24672.00,182.00,.00
155,33,23,15,1,61,24,2,0,2,71.00,17263.00,35.50,96917.00
156,1,31,12,3,102,16,1,1,1,734.00,3288.00,734.00,.00
157,35,39,12,4,105,3,56,0,2,504.00,12731.00,252.00,40870.00
158,29,48,15,1,65,12,45,0,5,312.00,5218.00,62.40,85721.00
159,31,4,8,4,102,13,89,0,2,401.00,22305.00,200.50,.00
160,7,18,5,3,100,5,23,0,2,635.00,32021.00,317.50,31433.00
161,11,55,6,2,91,26,45,0,2,436.00,22647.00,218.00,27504.00
162,23,45,12,4,104,23,64,0,2,499.00,16681.00,249.50,55907.00
163,35,59,15,2,114,1,39,1,5,547.00,8078.00,109.40,.00
164,30,46,12,4,118,32,9,0,8,566.00,9427.00,70.75,27824.00
165,4,54,4,2,102,8,98,0,1,245.00,4005.00,245.00,28987.00
166,16,57,6,4,61,18,26,0,1,292.00,2050.00,292.00,.00
167,14,38,9,4,63,28,17,0,6,302.00,5018.00,50.33,54500.00
168,4,48,8,2,114,30,1,0,2,547.00,17771.00,273.50,.00
169,5,24,2,4,112,27,59,0,1,537.00,4372.00,537.00,23124.00
170,31,11,15,4,95,16,28,0,1,456.00,3432.00,456.00,.00
171,1,56,12,2,129,35,40,0,4,25.00,10382.00,6.25,32821.00
172,30,35,9,3,73,4,71,1,8,525.00,4965.00,65.62,.00
173,11,8,15,3,63,6,9,0,1,302.00,2497.00,302.00,29465.00
174,16,30,4,2,108,29,52,0,2,228.00,13151.00,114.00,68562.00
175,6,16,15,2,84,11,32,0,6,293.00,6746.00,48.83,70328.00
176,35,16,15,4,72,21,32,0,7,458.00,5384.00,65.42,13103.00
177,34,18,8,3,64,3,80,0,2,307.00,7690.00,153.50,55843.00
178,7,18,15,4,89,17,70,0,3,67.00,7166.00,22.33,59253.00
179,7,16,4,4,135,0,86,0,1,648.00,4881.00,648.00,.00
180,1,40,15,1,66,15,51,4,3,316.00,4479.00,105.33,18505.00
181,26,13,15,2,64,24,59,0,2,302.00,7619.00,151.00,64749.00
182,4,50,6,4,70,9,75,0,1,336.00,2728.00,336.00,40516.00
183,32,44,15,3,84,35,42,0,2,604.00,14274.00,302.00,.00
184,31,58,15,2,67,9,36,0,2,321.00,7855.00,160.50,37229.00
185,17,50,6,4,98,9,50,0,2,941.00,10442.00,470.50,.00
186,31,51,15,3,61,5,90,0,1,437.00,2141.00,437.00,.00
187,35,49,8,4,79,19,8,3,6,507.00,5445.00,84.50,20282.00
188,11,58,6,4,78,16,93,0,6,374.00,5800.00,62.33,.00
189,23,43,15,3,72,8,14,2,8,518.00,4606.00,64.75,.00
190,31,26,8,1,71,8,30,0,8,511.00,4825.00,63.87,.00
191,7,21,15,2,72,24,33,0,2,146.00,8586.00,73.00,38676.00
192,2,43,8,3,88,7,3,0,2,631.00,10656.00,315.50,72540.00
193,1,6,12,4,173,9,22,1,1,830.00,6897.00,830.00,65337.00
194,16,19,15,2,72,30,23,0,3,48.00,5686.00,16.00,30242.00
195,34,50,15,4,65,26,96,1,2,266.00,13046.00,133.00,71024.00
196,16,29,15,2,63,9,21,0,1,293.00,2487.00,293.00,38667.00
197,34,16,15,2,71,33,50,0,2,84.00,8507.00,42.00,56704.00
198,28,3,15,2,80,26,83,0,5,488.00,6111.00,97.60,22944.00
199,30,42,11,4,184,10,62,0,1,883.00,7282.00,883.00,40858.00
200,30,56,8,4,65,5,56,4,2,279.00,19079.00,139.50,42754.00
201,7,32,4,4,130,12,15,0,1,624.00,5015.00,624.00,48567.00
202,19,25,4,1,113,0,16,0,2,542.00,29037.00,271.00,.00
203,19,45,8,2,78,31,24,0,2,41.00,9445.00,20.50,93246.00
204,6,26,15,4,65,22,39,0,2,655.00,6715.00,327.50,.00
205,2,22,15,1,66,13,43,0,2,316.00,11790.00,158.00,25251.00
206,35,41,5,4,106,25,54,1,3,508.00,7805.00,169.33,21073.00
207,15,26,6,1,89,0,8,0,3,427.00,7153.00,142.33,59522.00
208,7,30,8,1,74,18,2,0,9,355.00,5914.00,39.44,50217.00
209,1,59,4,4,118,15,56,0,1,4.00,4692.00,4.00,82534.00
210,11,52,8,4,61,16,55,0,1,114.00,2471.00,114.00,95697.00
211,35,11,1,2,102,10,77,0,2,489.00,11638.00,244.50,25370.00
212,34,52,15,3,70,20,23,0,9,132.00,5519.00,14.66,50406.00
213,1,49,4,2,115,2,75,0,2,828.00,12168.00,414.00,14973.00
214,22,20,6,3,98,23,13,0,1,541.00,3874.00,541.00,26670.00
215,4,52,15,2,104,31,71,0,3,54.00,8338.00,18.00,70534.00
216,34,47,6,4,70,34,9,1,1,186.00,2796.00,186.00,54655.00
217,31,9,15,1,73,1,31,0,3,525.00,4774.00,175.00,.00
218,1,22,2,4,107,20,60,0,3,954.00,8099.00,318.00,25452.00
219,35,2,15,4,69,3,92,0,1,331.00,2453.00,331.00,29735.00
220,1,42,2,3,116,12,45,0,1,571.00,4506.00,571.00,14985.00
221,25,20,8,3,61,6,57,0,1,292.00,2411.00,292.00,54483.00
222,17,8,15,2,62,15,95,0,6,567.00,4463.00,94.50,.00
223,15,50,2,3,133,13,83,0,2,415.00,15865.00,207.50,43946.00
224,7,23,16,4,67,0,71,0,1,387.00,2682.00,387.00,63471.00
225,21,31,2,3,173,10,65,0,1,830.00,6863.00,830.00,25352.00
226,26,31,6,1,103,10,41,5,1,616.00,3818.00,616.00,25221.00
227,15,15,6,4,61,10,72,0,7,311.00,4892.00,44.42,27005.00
228,30,22,6,4,92,1,95,0,1,495.00,3536.00,495.00,31727.00
229,14,57,15,2,86,21,76,0,6,412.00,6273.00,68.66,18577.00
230,27,50,15,2,70,25,13,0,1,85.00,2776.00,85.00,30893.00
231,17,28,7,4,193,30,38,0,7,1610.00,13579.00,230.00,.00
232,31,29,9,3,70,6,62,1,2,433.00,8110.00,216.50,36554.00
233,16,52,8,3,95,16,19,0,9,233.00,7591.00,25.88,99359.00
234,7,25,4,3,113,35,29,0,1,1305.00,4014.00,1305.00,.00
235,11,28,15,4,113,13,6,0,3,684.00,9103.00,228.00,65733.00
236,11,29,15,1,85,25,24,0,6,612.00,6109.00,102.00,.00
237,11,57,8,3,70,24,58,0,1,504.00,2485.00,504.00,.00
238,35,51,8,2,114,34,18,1,7,132.00,9065.00,18.85,40006.00
239,1,58,8,4,65,15,26,0,3,468.00,4650.00,156.00,28215.00
240,35,34,8,4,62,2,95,0,1,81.00,2487.00,81.00,28738.00
241,17,55,15,4,96,28,90,5,5,460.00,5926.00,92.00,23091.00
242,31,53,15,4,65,10,8,0,1,182.00,2605.00,182.00,60252.00
243,22,38,14,4,67,9,37,0,1,146.00,2525.00,146.00,.00
244,11,52,5,3,131,12,76,0,1,312.00,5142.00,312.00,35666.00
245,19,51,15,4,73,15,82,0,3,287.00,5908.00,95.66,71401.00
246,34,9,14,4,63,26,27,0,7,295.00,5010.00,42.14,64014.00
247,2,33,15,2,88,25,43,0,1,91.00,3436.00,91.00,30817.00
248,1,23,4,4,102,19,13,0,3,1178.00,7517.00,392.66,.00
249,11,31,6,4,64,0,8,1,1,731.00,2030.00,731.00,.00
250,17,37,13,2,102,7,55,0,2,296.00,24826.00,148.00,67572.00
251,16,29,15,2,74,32,69,0,1,355.00,2936.00,355.00,27179.00
252,1,8,4,4,118,31,83,0,1,566.00,4686.00,566.00,58089.00
253,11,59,15,4,62,26,81,0,1,208.00,2472.00,208.00,63860.00
254,24,39,12,4,105,3,56,0,2,504.00,12731.00,252.00,40870.00
255,30,22,8,4,72,2,60,1,3,566.00,5493.00,188.66,24976.00
256,6,9,15,1,92,20,50,0,1,662.00,3167.00,662.00,.00
257,16,34,15,2,70,11,40,0,1,121.00,2833.00,121.00,94812.00
258,11,32,2,2,115,10,78,0,3,660.00,9233.00,220.00,42600.00
259,30,18,9,1,92,31,24,1,1,774.00,3095.00,774.00,.00
260,7,28,15,2,98,33,78,0,3,112.00,7842.00,37.33,94263.00
261,30,51,6,2,103,26,68,1,2,494.00,16531.00,247.00,75526.00
262,1,16,4,4,109,16,70,1,1,166.00,4282.00,166.00,40864.00
263,1,12,15,4,104,18,3,0,2,499.00,12487.00,249.50,31283.00
264,35,10,8,3,92,23,35,4,1,227.00,3289.00,227.00,40097.00
265,34,55,12,3,129,13,19,0,8,628.00,9435.00,78.50,.00
266,17,25,8,4,88,6,47,0,2,633.00,9468.00,316.50,.00
267,1,50,15,2,92,4,31,0,2,120.00,20531.00,60.00,12503.00
268,1,10,4,4,110,6,62,0,1,303.00,4428.00,303.00,58577.00
269,1,42,5,4,125,6,61,0,2,900.00,13024.00,450.00,.00
270,25,31,15,1,71,25,81,0,5,17.00,5531.00,3.40,50097.00
271,17,3,6,4,74,35,59,0,1,532.00,2791.00,532.00,.00
272,17,35,18,1,192,24,92,0,2,1382.00,35850.00,691.00,17588.00
273,35,28,4,4,117,13,49,3,1,326.00,4479.00,326.00,36349.00
274,35,19,8,4,61,6,56,4,1,292.00,2119.00,292.00,18287.00
275,31,24,15,1,66,3,97,0,1,316.00,2409.00,316.00,.00
276,16,36,8,4,69,10,12,0,7,251.00,5431.00,35.85,49345.00
277,19,23,15,2,81,8,47,0,8,390.00,5907.00,48.75,.00
278,35,56,8,2,81,14,75,0,1,388.00,2966.00,388.00,.00
279,30,54,8,3,74,28,72,0,2,262.00,26113.00,131.00,80409.00
280,35,9,15,3,61,21,24,0,2,370.00,13786.00,185.00,.00
281,1,48,6,4,68,1,69,0,9,326.00,4794.00,36.22,20862.00
282,11,28,8,2,62,6,77,0,1,297.00,2449.00,297.00,47122.00
283,17,8,8,4,99,3,28,0,1,475.00,3963.00,475.00,38096.00
284,4,19,8,2,79,6,70,0,4,391.00,6383.00,97.75,67881.00
285,32,2,8,4,67,34,32,0,1,101.00,2656.00,101.00,62777.00
286,11,33,15,1,87,33,53,1,7,624.00,6198.00,89.14,24053.00
287,1,24,6,4,71,20,48,0,1,511.00,2509.00,511.00,.00
288,8,54,8,2,76,10,29,0,2,188.00,27382.00,94.00,45473.00
289,1,20,15,4,86,21,35,0,3,412.00,6005.00,137.33,13528.00
290,1,31,15,4,66,2,80,0,2,90.00,7948.00,45.00,63892.00
291,14,58,15,4,85,11,27,0,2,408.00,9408.00,204.00,.00
292,8,35,8,3,77,4,40,1,9,208.00,6189.00,23.11,99074.00
293,1,20,8,2,98,3,70,0,8,470.00,7292.00,58.75,.00
294,11,46,15,1,63,11,2,0,1,61.00,2530.00,61.00,89451.00
295,11,3,4,4,128,6,46,4,1,614.00,4821.00,614.00,26583.00
296,34,33,18,2,189,30,44,0,3,907.00,14708.00,302.33,36670.00
297,17,29,15,4,67,28,22,0,5,321.00,4386.00,64.20,10621.00
298,11,36,16,4,71,17,15,0,2,379.00,20096.00,189.50,92766.00
299,33,45,5,4,121,24,78,0,6,123.00,9521.00,20.50,27769.00
300,1,59,15,4,66,11,85,0,3,271.00,5243.00,90.33,96535.00
301,4,42,4,3,114,3,93,0,1,820.00,4002.00,820.00,.00
302,1,22,7,2,192,0,66,0,7,878.00,15417.00,125.42,69841.00
303,16,5,5,1,102,25,12,0,2,489.00,24186.00,244.50,32989.00
304,4,38,15,4,86,10,2,0,5,412.00,6555.00,82.40,21853.00
305,1,23,15,1,111,2,37,0,9,186.00,8749.00,20.66,52373.00
306,9,21,15,4,72,34,46,0,2,345.00,16702.00,172.50,.00
307,1,49,15,2,73,17,64,0,3,350.00,5498.00,116.66,22520.00
308,1,6,2,4,119,8,45,0,1,342.00,4798.00,342.00,77846.00
309,11,27,15,4,85,12,37,0,2,612.00,11834.00,306.00,.00
310,1,59,8,4,62,0,59,0,2,257.00,11981.00,128.50,21514.00
311,16,6,15,3,72,21,59,0,7,64.00,5746.00,9.14,50798.00
312,11,4,16,2,86,3,86,0,7,568.00,6807.00,81.14,32787.00
313,22,27,7,1,255,12,1,0,1,1836.00,9951.00,1836.00,56855.00
314,32,27,12,4,126,2,51,0,1,604.00,5048.00,604.00,34452.00
315,35,45,15,4,61,5,10,2,3,14.00,4549.00,4.66,23650.00
316,19,38,4,4,112,19,0,0,3,573.00,9028.00,191.00,76514.00
317,19,20,15,3,103,2,27,0,1,494.00,4115.00,494.00,52405.00
318,11,39,8,2,63,7,3,0,1,76.00,2479.00,76.00,31678.00
319,35,24,4,1,109,3,71,1,5,435.00,8696.00,87.00,91423.00
320,34,47,15,3,72,7,75,0,2,345.00,7928.00,172.50,.00
321,25,28,7,2,238,19,29,0,2,1142.00,61850.00,571.00,.00
322,25,5,15,2,74,0,41,0,2,332.00,26864.00,166.00,81713.00
323,16,16,15,2,73,12,9,4,2,350.00,8193.00,175.00,89219.00
324,21,12,6,2,89,20,55,0,2,392.00,10388.00,196.00,61222.00
325,34,21,15,4,67,7,19,0,2,159.00,7868.00,79.50,57340.00
326,13,36,15,4,78,18,33,0,5,289.00,6134.00,57.80,43875.00
327,2,48,5,4,105,0,16,0,4,504.00,7591.00,126.00,.00
328,2,58,15,4,70,21,50,0,3,425.00,5639.00,141.66,73168.00
329,15,22,15,2,74,29,67,0,7,5.00,5799.00,.71,60689.00
330,4,39,8,2,65,33,18,1,2,312.00,7590.00,156.00,52348.00
331,21,21,4,2,114,33,12,0,1,412.00,4521.00,412.00,39426.00
332,4,29,6,3,68,30,19,0,7,387.00,5344.00,55.28,22908.00
333,29,40,15,2,80,1,36,0,4,178.00,6185.00,44.50,21020.00
334,1,46,2,2,105,29,46,0,2,22.00,36229.00,11.00,22220.00
335,16,9,15,3,71,2,49,0,7,259.00,5789.00,37.00,77221.00
336,1,51,15,4,68,19,53,0,3,326.00,4566.00,108.66,.00
337,31,59,14,1,88,9,45,0,2,422.00,20878.00,211.00,50555.00
338,11,49,14,1,63,17,24,0,2,40.00,6961.00,20.00,.00
339,7,22,8,1,93,4,41,0,7,944.00,6608.00,134.85,21616.00
340,34,21,4,2,123,5,35,2,1,590.00,4140.00,590.00,.00
341,1,54,5,4,131,2,54,0,6,232.00,10552.00,38.66,47761.00
342,1,43,5,4,133,16,19,0,2,255.00,15769.00,127.50,29977.00
343,35,34,15,4,69,8,36,0,6,76.00,5394.00,12.66,29853.00
344,1,18,15,4,76,17,72,0,8,364.00,6005.00,45.50,26876.00
345,1,22,4,4,101,10,48,0,2,727.00,11095.00,363.50,.00
346,34,29,2,4,102,19,87,0,7,347.00,8061.00,49.57,57293.00
347,1,54,2,2,121,0,44,0,4,26.00,9756.00,6.50,67632.00
348,2,34,6,1,73,30,39,0,2,439.00,11718.00,219.50,73903.00
349,35,44,6,4,61,4,81,0,1,79.00,2435.00,79.00,64341.00
350,31,38,9,4,66,1,41,0,1,316.00,2671.00,316.00,45525.00
351,18,23,6,4,61,6,48,0,2,386.00,7285.00,193.00,44788.00
352,21,49,8,4,98,30,28,0,5,243.00,7684.00,48.60,62192.00
353,1,12,18,3,191,15,18,0,1,985.00,7783.00,985.00,48689.00
354,11,43,15,4,64,19,37,0,3,307.00,5074.00,102.33,51659.00
355,19,47,8,2,71,16,0,0,1,167.00,2843.00,167.00,67952.00
356,33,51,4,1,148,26,76,0,2,710.00,35227.00,355.00,23031.00
357,19,56,8,3,70,32,12,0,3,336.00,5500.00,112.00,35396.00
358,19,48,5,3,115,29,79,1,2,552.00,13575.00,276.00,48534.00
359,30,27,6,3,107,12,34,0,2,513.00,11663.00,256.50,.00
360,15,16,15,1,85,5,65,0,4,408.00,6883.00,102.00,84869.00
361,1,57,6,2,71,19,13,0,1,340.00,2816.00,340.00,41228.00
362,30,48,15,4,81,8,49,5,1,380.00,2860.00,380.00,45587.00
363,4,23,8,4,89,4,86,0,7,614.00,6325.00,87.71,.00
364,23,1,6,3,64,0,72,0,2,585.00,6872.00,292.50,.00
365,19,45,9,3,89,8,7,2,1,639.00,3579.00,639.00,84598.00
366,7,22,8,4,69,4,65,0,1,331.00,2759.00,331.00,92296.00
367,34,30,4,2,118,11,85,0,2,647.00,32306.00,323.50,36301.00
368,11,24,15,2,68,5,7,1,1,117.00,2675.00,117.00,55479.00
369,17,27,14,4,71,13,95,0,1,395.00,2864.00,395.00,91368.00
370,35,47,15,4,74,29,1,1,9,277.00,5732.00,30.77,39337.00
371,4,58,9,2,62,34,71,0,1,675.00,2243.00,675.00,.00
372,17,14,15,4,69,20,65,0,2,225.00,8293.00,112.50,70258.00
