84,AH53588,Basic,College,Retired,M,Suburban,Married,3
85,AH55475,Extended,College,Employed,M,Suburban,Married,1
86,AH58807,Basic,College,Employed,F,Urban,Married,1
87,AH65907,Basic,Bachelor,Employed,F,Suburban,Married,3
88,AH84063,Extended,College,Employed,F,Rural,Married,2
89,AH89786,Basic,High School or Below,Retired,M,Suburban,Married,2
90,AH92481,Basic,College,Employed,F,Suburban,Married,3
91,AH97088,Extended,High School or Below,Employed,M,Rural,Divorced,5
92,AH99727,Basic,Bachelor,Disabled,F,Suburban,Married,1
93,AI11191,Basic,High School or Below,Employed,F,Rural,Single,1
94,AI14767,Basic,High School or Below,Employed,F,Suburban,Married,3
95,AI16519,Basic,High School or Below,Unemployed,M,Suburban,Married,5
96,AI47152,Basic,College,Employed,F,Urban,Married,5
97,AI49188,Premium,Bachelor,Employed,F,Suburban,Married,5
98,AI49712,Basic,High School or Below,Unemployed,F,Suburban,Single,4
99,AI58313,Basic,College,Employed,F,Suburban,Divorced,5
100,AI58500,Basic,College,Employed,F,Suburban,Married,1
101,AI61368,Extended,High School or Below,Medical Leave,F,Suburban,Single,5
102,AI74959,Basic,High School or Below,Employed,M,Suburban,Single,3
103,AI85843,Extended,Master,Employed,F,Urban,Married,1
104,AJ32539,Basic,Bachelor,Employed,M,Suburban,Married,2
105,AJ58038,Basic,Bachelor,Unemployed,F,Suburban,Married,3
106,AJ69060,Extended,College,Unemployed,M,Rural,Married,3
107,AJ69778,Extended,High School or Below,Employed,F,Rural,Divorced,2
108,AJ89107,Extended,High School or Below,Employed,M,Suburban,Married,1
109,AJ89108,Premium,Bachelor,Employed,F,Suburban,Single,3
110,AK11669,Extended,Doctor,Employed,F,Suburban,Divorced,1
111,AK11719,Basic,Master,Unemployed,M,Urban,Single,3
112,AK17025,Extended,Bachelor,Unemployed,M,Suburban,Single,4
113,AK44985,Basic,College,Unemployed,F,Suburban,Single,3
114,AK46006,Extended,Bachelor,Medical Leave,M,Suburban,Married,2
115,AK54675,Extended,Bachelor,Employed,F,Suburban,Divorced,3
116,AK59340,Basic,High School or Below,Employed,M,Rural,Single,3
117,AK61491,Basic,Doctor,Employed,M,Rural,Divorced,2
118,AK72422,Premium,College,Disabled,M,Suburban,Divorced,3
119,AK90865,Basic,High School or Below,Unemployed,F,Suburban,Single,2
120,AL21967,Extended,Master,Employed,M,Rural,Married,2
121,AL27471,Extended,Doctor,Employed,M,Urban,Married,2
122,AL35726,Extended,College,Employed,F,Rural,Married,2
123,AL43475,Basic,College,Employed,F,Suburban,Married,3
124,AL43715,Premium,Master,Employed,M,Rural,Married,5
125,AL46984,Basic,High School or Below,Employed,M,Suburban,Married,3
126,AL50693,Basic,Bachelor,Unemployed,M,Suburban,Married,2
127,AL78075,Premium,High School or Below,Unemployed,M,Suburban,Single,2
128,AL95338,Extended,High School or Below,Unemployed,F,Suburban,Single,3
129,AL96740,Basic,College,Employed,F,Rural,Married,3
130,AM17304,Extended,Master,Employed,F,Suburban,Single,1
131,AM26598,Basic,College,Employed,F,Urban,Married,1
132,AM26717,Basic,Bachelor,Unemployed,M,Suburban,Married,3
133,AM28777,Basic,College,Employed,F,Rural,Married,2
134,AM29546,Basic,College,Employed,M,Suburban,Married,2
135,AM30008,Basic,High School or Below,Employed,M,Suburban,Single,3
136,AM32820,Basic,Bachelor,Unemployed,M,Suburban,Single,3
137,AM34581,Extended,Bachelor,Employed,F,Rural,Married,2
138,AM36670,Basic,College,Employed,F,Rural,Single,3
139,AM52614,Basic,Bachelor,Employed,F,Suburban,Divorced,2
140,AM53473,Basic,Bachelor,Employed,F,Suburban,Single,1
141,AM57175,Extended,High School or Below,Employed,F,Suburban,Divorced,2
142,AM72411,Basic,High School or Below,Medical Leave,M,Suburban,Divorced,2
143,AM79057,Basic,Bachelor,Employed,F,Urban,Married,2
144,AM88377,Basic,Bachelor,Retired,F,Suburban,Married,3
145,AM89558,Basic,College,Retired,M,Suburban,Married,5
146,AM92343,Extended,High School or Below,Employed,F,Urban,Married,2
147,AM94127,Basic,College,Employed,M,Rural,Single,2
148,AM97901,Premium,College,Employed,F,Suburban,Single,5
149,AM99192,Basic,College,Employed,M,Rural,Married,1
150,AN21193,Basic,Bachelor,Unemployed,F,Suburban,Single,4
151,AN32867,Extended,Bachelor,Employed,M,Suburban,Single,3
152,AN36757,Extended,Master,Employed,M,Urban,Married,2
153,AN47199,Extended,College,Unemployed,F,Rural,Married,5
154,AN53225,Extended,High School or Below,Unemployed,M,Suburban,Single,4
155,AN57220,Basic,Bachelor,Employed,F,Rural,Married,2
156,AN67558,Basic,College,Unemployed,M,Suburban,Single,5
157,AN79079,Basic,Doctor,Employed,M,Suburban,Married,1
158,AN80983,Basic,College,Employed,M,Suburban,Married,2
159,AN97123,Premium,College,Unemployed,F,Urban,Married,5
160,AO20938,Basic,High School or Below,Employed,F,Suburban,Married,1
161,AO40386,Extended,College,Retired,M,Suburban,Divorced,2
162,AO42003,Basic,College,Employed,F,Suburban,Married,2
163,AO46433,Premium,Bachelor,Unemployed,F,Suburban,Married,3
164,AO74776,Basic,High School or Below,Employed,F,Suburban,Married,3
165,AO77635,Basic,College,Employed,F,Rural,Married,3
166,AO87348,Basic,College,Unemployed,M,Suburban,Single,4
167,AO98601,Basic,Bachelor,Employed,M,Suburban,Married,4
168,AP23850,Premium,High School or Below,Unemployed,F,Suburban,Married,4
169,AP27994,Basic,High School or Below,Disabled,F,Suburban,Married,2
170,AP32891,Extended,High School or Below,Unemployed,M,Suburban,Married,1
171,AP34711,Extended,Master,Employed,F,Rural,Married,1
172,AP46166,Basic,High School or Below,Unemployed,F,Suburban,Single,3
173,AP47670,Basic,High School or Below,Employed,M,Suburban,Married,3
174,AP52126,Basic,College,Employed,F,Rural,Married,2
175,AP52565,Extended,High School or Below,Employed,F,Urban,Married,1
176,AP56340,Basic,Bachelor,Disabled,M,Suburban,Married,4
177,AP59947,Basic,Bachelor,Employed,F,Suburban,Married,3
178,AP63665,Extended,Bachelor,Employed,F,Rural,Divorced,2
179,AP65984,Extended,College,Unemployed,F,Suburban,Single,2
180,AP66226,Basic,Bachelor,Medical Leave,M,Suburban,Married,5
181,AP67935,Basic,College,Employed,M,Urban,Married,3
182,AP89323,Basic,College,Employed,F,Suburban,Divorced,5
183,AP90638,Extended,High School or Below,Unemployed,M,Suburban,Single,1
184,AP95078,Basic,Bachelor,Employed,M,Suburban,Married,2
185,AP98768,Extended,College,Unemployed,F,Suburban,Single,3
186,AQ11656,Basic,Bachelor,Unemployed,M,Suburban,Married,1
187,AQ25590,Extended,High School or Below,Medical Leave,F,Suburban,Divorced,4
188,AQ30231,Extended,Bachelor,Unemployed,F,Suburban,Married,3
189,AQ34238,Basic,Bachelor,Unemployed,M,Suburban,Single,2
190,AQ46199,Basic,High School or Below,Unemployed,M,Suburban,Single,2
191,AQ51159,Basic,High School or Below,Employed,F,Rural,Married,1
192,AQ51368,Extended,Bachelor,Employed,F,Suburban,Married,2
193,AQ52711,Premium,Bachelor,Employed,F,Suburban,Married,2
194,AQ70385,Basic,High School or Below,Employed,M,Rural,Married,2
195,AQ70619,Basic,High School or Below,Employed,M,Urban,Married,3
196,AQ91207,Basic,High School or Below,Employed,M,Urban,Married,3
197,AQ94108,Basic,College,Employed,F,Rural,Married,2
198,AR17553,Extended,Master,Medical Leave,M,Suburban,Married,3
199,AR25213,Basic,High School or Below,Employed,M,Suburban,Married,1
200,AR40217,Basic,High School or Below,Employed,F,Urban,Divorced,2
201,AR47849,Extended,Bachelor,Employed,F,Suburban,Single,5
202,AR59416,Basic,High School or Below,Unemployed,M,Suburban,Married,2
203,AR61426,Extended,Bachelor,Employed,F,Rural,Married,3
204,AR63478,Basic,College,Unemployed,M,Suburban,Single,3
205,AR69517,Basic,College,Retired,M,Suburban,Divorced,3
206,AR75105,Basic,College,Retired,F,Suburban,Divorced,3
207,AR83514,Extended,High School or Below,Employed,F,Suburban,Married,1
208,AR96516,Basic,Bachelor,Employed,F,Suburban,Married,2
209,AR99766,Basic,Bachelor,Employed,F,Rural,Single,5
210,AS17174,Basic,High School or Below,Employed,M,Rural,Married,2
211,AS18084,Basic,College,Medical Leave,F,Suburban,Married,3
212,AS26192,Basic,High School or Below,Employed,M,Rural,Divorced,2
213,AS48176,Basic,Bachelor,Retired,M,Suburban,Divorced,2
214,AS55478,Extended,Bachelor,Employed,M,Suburban,Married,2
215,AS55677,Premium,High School or Below,Employed,F,Rural,Divorced,3
216,AS60178,Basic,Bachelor,Employed,F,Urban,Married,5
217,AS62048,Basic,Bachelor,Unemployed,M,Suburban,Single,1
218,AS77287,Basic,College,Disabled,M,Suburban,Single,3
219,AS78838,Basic,Bachelor,Medical Leave,M,Suburban,Single,3
220,AS93181,Basic,Bachelor,Disabled,F,Suburban,Married,1
221,AS97690,Basic,College,Employed,M,Suburban,Married,1
222,AS99827,Basic,Bachelor,Unemployed,F,Suburban,Single,2
223,AT13963,Extended,Master,Employed,F,Urban,Divorced,4
224,AT18041,Basic,High School or Below,Employed,F,Suburban,Married,3
225,AT24793,Premium,College,Employed,M,Suburban,Married,2
226,AT26484,Premium,College,Employed,M,Suburban,Married,5
227,AT29024,Basic,High School or Below,Employed,F,Suburban,Married,3
228,AT30076,Extended,High School or Below,Employed,F,Suburban,Single,5
229,AT31367,Extended,College,Retired,F,Suburban,Divorced,3
230,AT33529,Basic,Doctor,Employed,F,Rural,Divorced,3
231,AT36002,Basic,College,Unemployed,F,Suburban,Single,4
232,AT41276,Basic,Bachelor,Employed,M,Suburban,Married,3
233,AT49447,Extended,Bachelor,Employed,M,Rural,Married,3
234,AT52647,Basic,High School or Below,Unemployed,F,Suburban,Single,3
235,AT55072,Premium,College,Employed,M,Suburban,Married,1
236,AT62618,Extended,Bachelor,Unemployed,F,Suburban,Single,2
237,AT72574,Basic,High School or Below,Unemployed,M,Suburban,Single,1
238,AT79008,Premium,Bachelor,Employed,F,Rural,Divorced,3
239,AT84725,Basic,College,Retired,M,Suburban,Single,4
240,AT86990,Basic,Bachelor,Employed,F,Rural,Divorced,1
241,AT89553,Extended,College,Retired,M,Suburban,Married,3
242,AT93647,Basic,College,Employed,F,Urban,Married,3
243,AT98182,Basic,Doctor,Unemployed,F,Rural,Married,3
244,AU11344,Extended,Bachelor,Employed,F,Rural,Divorced,2
245,AU13233,Basic,High School or Below,Employed,F,Urban,Married,3
246,AU23837,Basic,Bachelor,Employed,F,Urban,Single,2
247,AU45793,Extended,Doctor,Employed,M,Rural,Divorced,1
248,AU46443,Basic,Bachelor,Unemployed,F,Suburban,Single,5
249,AU46604,Basic,Bachelor,Unemployed,M,Suburban,Single,3
250,AU62013,Basic,Doctor,Employed,F,Urban,Married,3
251,AU71562,Basic,High School or Below,Employed,F,Suburban,Married,4
252,AU75025,Basic,College,Employed,M,Suburban,Married,2
253,AU77281,Basic,College,Employed,F,Urban,Married,2
254,AU91447,Basic,Doctor,Employed,M,Suburban,Married,2
255,AU94279,Basic,High School or Below,Employed,M,Suburban,Single,3
256,AU96286,Extended,Bachelor,Unemployed,F,Suburban,Single,2
257,AU98438,Basic,Bachelor,Employed,F,Rural,Married,1
258,AV17528,Basic,High School or Below,Employed,F,Suburban,Married,5
259,AV25133,Extended,College,Unemployed,F,Suburban,Single,2
260,AV49798,Extended,College,Employed,M,Rural,Married,1
261,AV72430,Premium,Master,Employed,M,Suburban,Married,2
262,AV76907,Basic,College,Employed,F,Rural,Married,2
263,AV93209,Premium,High School or Below,Employed,F,Suburban,Married,3
264,AV96010,Extended,College,Employed,M,Rural,Single,2
265,AW17574,Extended,Bachelor,Unemployed,F,Suburban,Divorced,5
266,AW18068,Extended,High School or Below,Unemployed,M,Suburban,Single,1
267,AW27717,Extended,High School or Below,Disabled,F,Rural,Single,3
268,AW36627,Basic,High School or Below,Employed,F,Urban,Married,3
269,AW48347,Extended,Master,Unemployed,M,Suburban,Single,4
270,AW71157,Basic,College,Employed,M,Rural,Divorced,3
271,AW73065,Basic,High School or Below,Unemployed,F,Suburban,Single,2
272,AW77988,Basic,High School or Below,Disabled,M,Suburban,Single,2
273,AW84946,Basic,Bachelor,Employed,M,Urban,Married,1
274,AW86033,Basic,College,Disabled,M,Suburban,Married,3
275,AX10148,Basic,Bachelor,Unemployed,F,Suburban,Married,3
276,AX28231,Basic,High School or Below,Employed,M,Urban,Married,4
277,AX36597,Extended,College,Unemployed,F,Suburban,Married,1
278,AX38728,Extended,College,Unemployed,M,Suburban,Married,3
279,AX39008,Basic,Bachelor,Employed,M,Urban,Divorced,2
280,AX45422,Basic,High School or Below,Unemployed,F,Suburban,Married,3
281,AX56708,Basic,High School or Below,Retired,M,Suburban,Divorced,3
282,AX70794,Basic,High School or Below,Employed,M,Suburban,Single,3
283,AX71238,Extended,High School or Below,Employed,M,Suburban,Divorced,3
284,AX71707,Extended,College,Employed,F,Suburban,Married,1
285,AX86150,Basic,High School or Below,Employed,M,Rural,Single,4
286,AX86552,Extended,College,Medical Leave,M,Suburban,Divorced,3
287,AX99820,Basic,Bachelor,Unemployed,F,Suburban,Single,1
288,AY18433,Extended,High School or Below,Employed,F,Rural,Married,4
289,AY19539,Extended,College,Retired,M,Suburban,Single,3
290,AY26056,Basic,College,Employed,F,Rural,Married,1
291,AY29281,Extended,Bachelor,Unemployed,F,Suburban,Single,1
292,AY30324,Extended,Bachelor,Employed,F,Urban,Married,2
293,AY35050,Extended,College,Unemployed,F,Suburban,Married,1
294,AY35539,Basic,Bachelor,Employed,F,Rural,Single,2
295,AY40674,Extended,Bachelor,Employed,F,Suburban,Married,4
296,AY43037,Basic,High School or Below,Employed,M,Suburban,Single,2
297,AY52869,Basic,College,Retired,M,Suburban,Single,3
298,AY55759,Basic,High School or Below,Employed,F,Suburban,Married,3
299,AY59197,Extended,College,Employed,M,Rural,Married,5
300,AY73718,Basic,Bachelor,Employed,F,Urban,Single,3
301,AY84441,Basic,High School or Below,Unemployed,M,Suburban,Single,2
302,AY88788,Basic,College,Employed,F,Urban,Married,2
303,AY98473,Basic,College,Employed,F,Suburban,Married,1
304,AY99324,Extended,College,Disabled,M,Suburban,Married,2
305,AZ15952,Premium,Bachelor,Employed,M,Rural,Divorced,2
306,AZ29426,Basic,College,Unemployed,M,Suburban,Single,3
307,AZ31562,Basic,College,Medical Leave,M,Suburban,Married,1
308,AZ34845,Basic,Bachelor,Employed,F,Urban,Married,3
309,AZ36763,Extended,Bachelor,Unemployed,F,Suburban,Single,1
310,AZ38648,Basic,Master,Retired,F,Urban,Married,4
311,AZ43057,Basic,Master,Employed,M,Rural,Married,3
312,AZ50087,Extended,Bachelor,Employed,M,Suburban,Married,3
313,AZ62651,Premium,High School or Below,Employed,M,Suburban,Single,2
314,AZ64856,Extended,High School or Below,Employed,F,Suburban,Married,3
315,AZ68072,Basic,Bachelor,Medical Leave,F,Rural,Married,2
316,AZ68184,Basic,High School or Below,Employed,M,Suburban,Married,4
317,AZ74055,Premium,High School or Below,Employed,M,Suburban,Married,2
318,AZ75509,Basic,Bachelor,Employed,F,Rural,Married,1
319,AZ77669,Basic,High School or Below,Employed,M,Urban,Married,2
320,AZ82578,Basic,College,Unemployed,F,Suburban,Married,3
321,AZ84403,Extended,College,Unemployed,F,Suburban,Married,2
322,AZ87715,Basic,High School or Below,Employed,F,Urban,Divorced,3
323,AZ90068,Basic,College,Employed,M,Suburban,Single,3
324,AZ95587,Extended,Bachelor,Employed,F,Urban,Single,1
325,BA17836,Basic,High School or Below,Employed,M,Rural,Single,3
326,BA19651,Extended,High School or Below,Employed,M,Urban,Divorced,3
327,BA26944,Basic,Bachelor,Unemployed,M,Suburban,Married,5
328,BA38428,Basic,High School or Below,Employed,M,Suburban,Married,1
329,BA40043,Basic,College,Employed,M,Rural,Single,3
330,BA49679,Basic,Bachelor,Employed,F,Suburban,Divorced,1
331,BA51898,Basic,Bachelor,Employed,M,Urban,Married,1
332,BA52133,Basic,Master,Employed,M,Suburban,Married,3
333,BA56812,Extended,Master,Employed,M,Rural,Divorced,2
334,BA66627,Basic,Bachelor,Employed,F,Rural,Single,5
335,BA75404,Basic,Doctor,Employed,F,Urban,Married,2
336,BA87048,Basic,Bachelor,Unemployed,M,Suburban,Single,4
337,BA87216,Extended,College,Employed,M,Suburban,Divorced,3
338,BA92673,Basic,High School or Below,Unemployed,F,Rural,Married,2
339,BA97018,Extended,High School or Below,Medical Leave,M,Suburban,Single,1
340,BB10681,Extended,College,Unemployed,F,Suburban,Divorced,3
341,BB11622,Extended,Master,Employed,M,Rural,Married,5
342,BB19609,Extended,College,Employed,M,Rural,Married,3
343,BB21794,Basic,Bachelor,Employed,F,Rural,Single,2
344,BB41401,Extended,High School or Below,Employed,M,Suburban,Single,1
345,BB48165,Basic,Bachelor,Unemployed,F,Suburban,Single,3
346,BB65725,Basic,College,Employed,M,Urban,Married,3
347,BB82067,Extended,Doctor,Employed,M,Rural,Married,2
348,BC31913,Basic,Bachelor,Employed,F,Suburban,Married,1
349,BC34309,Basic,Master,Employed,F,Rural,Single,3
350,BC35753,Basic,College,Employed,F,Suburban,Married,1
351,BC43958,Basic,High School or Below,Employed,M,Suburban,Married,3
352,BC47264,Extended,College,Employed,F,Rural,Single,3
353,BC48076,Basic,Master,Employed,F,Suburban,Married,4
354,BC51708,Basic,High School or Below,Employed,M,Suburban,Married,3
355,BC52397,Basic,College,Employed,M,Rural,Married,1
356,BC53363,Premium,High School or Below,Employed,F,Suburban,Married,2
357,BC53546,Basic,Bachelor,Employed,M,Suburban,Divorced,2
358,BC62782,Basic,College,Employed,F,Suburban,Married,1
359,BC64697,Premium,College,Unemployed,F,Suburban,Married,3
360,BC66536,Extended,High School or Below,Employed,F,Suburban,Married,1
361,BC66921,Basic,High School or Below,Employed,F,Suburban,Single,5
362,BC75105,Extended,College,Employed,M,Urban,Divorced,3
363,BC77846,Extended,High School or Below,Unemployed,M,Suburban,Married,5
364,BC85847,Basic,Bachelor,Unemployed,F,Suburban,Single,3
365,BC86800,Extended,Bachelor,Employed,F,Suburban,Married,3
366,BC87161,Basic,Bachelor,Employed,M,Suburban,Married,2
367,BC87551,Basic,High School or Below,Employed,F,Suburban,Single,3
368,BC90645,Basic,Master,Employed,F,Rural,Single,3
369,BC97773,Basic,Master,Employed,F,Suburban,Divorced,5
370,BD12981,Basic,College,Employed,F,Urban,Single,3
371,BD13927,Basic,High School or Below,Unemployed,F,Suburban,Single,3
372,BD16530,Basic,Bachelor,Employed,F,Urban,Divorced,1
373,BD35524,Basic,Bachelor,Disabled,M,Suburban,Married,3
374,BD35676,Extended,Master,Employed,M,Urban,Single,1
375,BD36887,Basic,College,Employed,F,Suburban,Married,5
376,BD42101,Basic,Bachelor,Unemployed,M,Suburban,Divorced,3
377,BD53342,Extended,College,Employed,F,Suburban,Divorced,4
378,BD58297,Basic,Bachelor,Employed,F,Suburban,Married,3
379,BD66455,Premium,High School or Below,Unemployed,M,Suburban,Single,3
380,BD69478,Basic,College,Employed,M,Suburban,Married,3
381,BD70337,Basic,High School or Below,Medical Leave,M,Urban,Married,3
382,BD77090,Basic,Bachelor,Employed,F,Urban,Married,4
383,BD84823,Premium,High School or Below,Employed,M,Suburban,Single,2
384,BD89564,Premium,College,Employed,M,Suburban,Single,5
385,BE10809,Basic,High School or Below,Unemployed,F,Suburban,Single,3
386,BE17305,Extended,Master,Employed,M,Urban,Single,5
387,BE25221,Extended,High School or Below,Medical Leave,M,Suburban,Married,1
388,BE31382,Basic,College,Unemployed,F,Suburban,Married,2
389,BE33446,Extended,Bachelor,Employed,F,Suburban,Single,1
390,BE54454,Basic,High School or Below,Employed,M,Suburban,Married,4
391,BE55425,Extended,College,Employed,M,Suburban,Married,2
392,BE61743,Basic,Bachelor,Employed,M,Urban,Married,4
393,BE62503,Extended,College,Retired,F,Suburban,Married,4
394,BE65350,Basic,High School or Below,Employed,F,Suburban,Married,2
395,BE69929,Basic,College,Employed,F,Urban,Married,1
396,BE75190,Extended,College,Employed,M,Suburban,Single,3
397,BE78308,Basic,Bachelor,Unemployed,M,Suburban,Single,2
398,BE92692,Basic,Bachelor,Employed,M,Rural,Married,2
399,BF45697,Basic,College,Employed,M,Urban,Married,3
400,BF54215,Extended,Master,Employed,F,Rural,Married,3
401,BF55854,Premium,College,Employed,F,Suburban,Married,5
402,BF56053,Premium,Bachelor,Medical Leave,F,Suburban,Married,4
403,BF69918,Extended,High School or Below,Unemployed,M,Suburban,Married,2
404,BF72793,Basic,High School or Below,Unemployed,F,Suburban,Single,3
405,BG15419,Basic,Bachelor,Employed,F,Rural,Married,5
406,BG19572,Extended,Bachelor,Unemployed,F,Suburban,Single,4
407,BG30513,Extended,College,Retired,F,Suburban,Single,3
408,BG42047,Basic,College,Medical Leave,M,Suburban,Married,5
409,BG44829,Extended,High School or Below,Employed,F,Rural,Married,2
410,BG48083,Extended,Bachelor,Employed,F,Suburban,Single,5
411,BG51419,Premium,College,Employed,M,Suburban,Married,4
412,BG55927,Premium,College,Disabled,F,Suburban,Married,3
413,BG60187,Extended,Bachelor,Unemployed,M,Urban,Single,2
414,BG73480,Extended,High School or Below,Employed,F,Rural,Single,2
415,BG74433,Basic,Bachelor,Unemployed,F,Suburban,Single,2
416,BG76355,Extended,Bachelor,Employed,F,Rural,Married,4
417,BG80246,Basic,College,Disabled,F,Suburban,Married,1
418,BG84194,Basic,College,Employed,M,Rural,Married,2
419,BG85305,Extended,Doctor,Employed,M,Suburban,Single,5
420,BG95711,Extended,College,Employed,F,Rural,Divorced,3
421,BG96711,Basic,Bachelor,Employed,M,Suburban,Divorced,3
422,BH11344,Basic,Doctor,Employed,F,Rural,Single,2
423,BH23017,Basic,Bachelor,Unemployed,F,Suburban,Single,5
424,BH28530,Premium,High School or Below,Employed,M,Suburban,Married,3
425,BH35016,Basic,Bachelor,Employed,F,Suburban,Divorced,5
426,BH35482,Basic,Doctor,Employed,M,Rural,Married,4
427,BH36570,Basic,Bachelor,Employed,M,Suburban,Married,3
428,BH36973,Basic,College,Employed,F,Urban,Married,2
429,BH43020,Extended,Bachelor,Employed,M,Rural,Married,3
430,BH43379,Extended,Bachelor,Employed,F,Urban,Divorced,2
431,BH52611,Premium,Bachelor,Employed,F,Urban,Married,3
432,BH60627,Premium,College,Unemployed,M,Suburban,Married,2
433,BH61054,Extended,College,Employed,F,Suburban,Married,3
434,BH61137,Basic,Bachelor,Employed,F,Suburban,Married,1
